time,water_mark_wl,discharge,above_sea_wl
2014-01-01 00:00,0.15,0.55,33.51
2014-01-01 01:00,0.16999999999999998,0.66,35.07
2014-01-01 02:00,0.17333333333333334,0.6766666666666667,35.07333333333333
2014-01-01 03:00,0.185,0.7475,34.699999999999996
2014-01-01 04:00,0.195,0.8025,35.095
2014-01-01 05:00,0.2,0.835,34.33
2014-01-01 06:00,0.21,0.8975,34.34
2014-01-01 07:00,0.2125,0.915,35.1125
2014-01-01 08:00,0.2225,0.98,34.3525
2014-01-01 09:00,0.1975,0.8475,34.7125
2014-01-01 10:00,0.1975,0.8474999999999999,34.7125
2014-01-01 11:00,0.1975,0.8475,34.7125
2014-01-01 12:00,0.1975,0.8475,34.7125
2014-01-01 13:00,0.2275,1.0125,35.1275
2014-01-01 14:00,0.23500000000000001,1.065,34.75
2014-01-01 15:00,0.24,1.1,35.14
2014-01-01 16:00,0.245,1.135,33.99
2014-01-01 17:00,0.25,1.17,34.765
2014-01-01 18:00,0.25,1.17,34.765
2014-01-01 19:00,0.25,1.17,34.765
2014-01-01 20:00,0.2475,1.1524999999999999,35.1475
2014-01-01 21:00,0.2375,1.085,34.3675
2014-01-01 22:00,0.225,1.0,34.74
2014-01-01 23:00,0.2175,0.9475,34.7325
2014-01-02 00:00,0.1975,0.8225,35.0975
2014-01-02 01:00,0.195,0.8049999999999999,34.325
2014-01-02 02:00,0.2,0.8374999999999999,34.715
2014-01-02 03:00,0.2,0.8374999999999999,34.715
2014-01-02 04:00,0.195,0.8125,35.095
2014-01-02 05:00,0.2,0.845,34.714999999999996
2014-01-02 06:00,0.1725,0.6975,34.6875
2014-01-02 07:00,0.14,0.53,34.269999999999996
2014-01-02 08:00,0.1275,0.4775,35.0275
2014-01-02 09:00,0.1275,0.4775,34.6425
2014-01-02 10:00,0.155,0.625,34.285
2014-01-02 11:00,0.19,0.8099999999999999,35.09
2014-01-02 12:00,0.225,0.995,34.74
2014-01-02 13:00,0.23,1.03,34.745000000000005
2014-01-02 14:00,0.235,1.065,34.75
2014-01-02 15:00,0.24,1.1,35.14
2014-01-02 16:00,0.245,1.135,33.99
2014-01-02 17:00,0.2475,1.1524999999999999,34.7625
2014-01-02 18:00,0.25,1.17,34.765
2014-01-02 19:00,0.25,1.17,34.379999999999995
2014-01-02 20:00,0.2475,1.1524999999999999,34.7625
2014-01-02 21:00,0.2375,1.085,35.1375
2014-01-02 22:00,0.225,1.0,34.74
2014-01-02 23:00,0.215,0.9325,34.730000000000004
2014-01-03 00:00,0.19,0.7825,34.705
2014-01-03 01:00,0.1875,0.765,35.0875
2014-01-03 02:00,0.1925,0.7975,34.3225
2014-01-03 03:00,0.195,0.8125,35.095
2014-01-03 04:00,0.2175,0.945,35.1175
2014-01-03 05:00,0.2225,0.9775,34.3525
2014-01-03 06:00,0.2225,0.9775,34.3525
2014-01-03 07:00,0.2225,0.9775,34.7375
2014-01-03 08:00,0.22,0.96,35.12
2014-01-03 09:00,0.22,0.96,34.349999999999994
2014-01-03 10:00,0.2225,0.9775,34.7375
2014-01-03 11:00,0.225,0.995,35.125
2014-01-03 12:00,0.23,1.03,34.745000000000005
2014-01-03 13:00,0.2325,1.0475,33.977500000000006
